517.8273,66.1812,559.2602,72.50437,550.5594,120.01568,508.83762,113.20218,T
147.76695,68.407616,184.06302,74.45859,172.16713,121.313576,135.65657,114.80105,h
180.5601,88.25568,214.89621,94.09758,206.43117,128.34805,171.94485,122.18907,e
206.64958,127.46433,220.06375,129.85707,220.06375,129.85707,206.64958,127.46433, 
228.25249,96.37,260.6543,101.882805,252.39505,136.55684,219.84686,130.744,c
260.6543,101.882805,296.3192,107.95079,288.22482,142.95576,252.39505,136.55684,a
296.3192,107.95079,355.20566,117.96966,347.5936,152.60503,288.43372,142.05246,m
355.20566,117.96966,395.36502,124.80232,384.7922,174.67715,344.35892,167.32309,p
395.36502,124.80232,426.46143,130.09303,419.0016,166.31146,387.74884,160.72997,s
420.92398,156.97804,439.66656,160.28444,437.7687,169.66312,419.0016,166.31146,.
437.9588,168.72379,452.88553,171.38632,452.88553,171.38632,437.9588,168.72379, 
462.76227,121.87718,481.67987,125.035,471.937,174.78459,452.88553,171.38632,i
478.94073,139.02179,542.95776,149.91357,536.2867,186.26288,471.937,174.78459,m
124.7121,156.72797,161.41496,163.66376,149.11327,212.11719,112.192245,204.69002,p
161.41496,163.66376,185.35526,168.18779,176.82372,202.41888,152.78122,197.66998,r
185.35526,168.18779,223.14606,175.32916,214.55777,210.83208,176.59773,203.32558,o
222.92725,176.2337,255.86858,182.46603,247.86409,216.45084,214.77939,209.91592,v
256.08353,181.5534,292.34833,188.40642,284.08145,224.58025,247.64636,217.37527,e
295.70816,173.70447,336.33292,181.23688,324.98224,232.66827,284.08145,224.58025,d
325.19052,231.72443,339.6401,234.5785,339.6401,234.5785,325.19052,231.72443, 
350.4824,184.82794,368.80054,188.22844,358.08154,238.22108,339.6401,234.5785,i
365.7868,202.2842,406.9094,210.05519,399.4063,246.38359,358.08154,238.22108,n
399.4063,246.38359,414.35504,249.33627,414.35504,249.33627,399.4063,246.38359, 
423.72226,203.34924,449.70837,208.20203,440.31403,255.47488,414.1582,250.30263,t
450.84756,202.46951,493.4394,210.36664,483.41202,262.97647,440.5074,254.5019,h
490.4884,225.84924,530.86115,233.47853,523.8166,271.98734,483.2245,263.96033,e
104.430725,234.42346,153.09096,244.58174,144.48656,278.77335,95.62667,268.15073,w
156.77875,229.92744,173.82596,233.42319,161.63643,282.5019,144.48656,278.77335,i
174.05386,232.50558,213.14906,240.51355,200.7488,291.99954,161.40433,283.4364,d
209.56566,255.39189,245.7289,262.93292,237.07979,299.90686,200.7488,291.99954,e
245.7289,262.93292,271.1298,268.2297,262.8211,304.50046,237.30301,298.95258,r
262.8211,304.50046,277.13058,307.61148,277.13058,307.61148,262.8211,304.50046, 
288.16745,258.8529,328.49033,267.1402,317.4979,317.40952,276.91223,308.5762,S
325.76096,279.6218,360.98813,286.96765,352.90143,325.11493,317.4979,317.40952,c
360.98813,286.96765,399.80176,295.06134,391.9139,333.60583,352.90143,325.11493,a
399.80176,295.06134,442.37833,303.93976,434.91208,341.91476,392.11755,332.6108,n
445.49164,288.10486,489.84344,297.18958,479.40335,352.64755,434.7142,342.92114,d
489.65546,298.18805,509.53772,302.26514,499.62573,355.98416,479.59503,351.62927,i
506.75186,317.3634,551.4264,326.67926,544.54395,365.74982,499.62573,355.98416,n
87.6821,298.58545,122.33471,306.39087,112.981,343.15836,78.178764,334.99155,a
122.09642,307.32755,154.61069,314.65912,145.87318,349.86353,113.2224,342.2095,v
158.35497,299.57297,175.69019,303.41568,163.31462,353.95215,145.87318,349.86353,i
172.21048,317.62527,208.31177,325.75702,199.34604,363.4251,163.07893,354.91455,a
208.31177,325.75702,247.89267,334.67255,239.34018,371.77405,199.57744,362.45288,n
239.34018,371.77405,253.72357,375.1458,253.72357,375.1458,239.34018,371.77405, 
262.20908,337.89728,288.22238,343.7567,279.86023,381.27277,253.72357,375.1458,r
288.22238,343.7567,326.3606,352.3473,317.96646,391.26102,279.63864,382.26688,e
326.3606,352.3473,364.17673,360.8653,352.577,416.47015,314.4887,407.3832,g
367.30072,345.8901,386.4189,350.12805,375.4399,403.6786,356.18695,399.1653,i
383.33292,365.18018,426.2785,374.85358,418.40335,414.82993,375.2307,404.69888,o
426.2785,374.85358,470.07092,384.71774,462.6306,424.11786,418.6067,413.79776,n
462.6306,424.11786,478.56604,427.85342,478.56604,427.85342,462.6306,424.11786, 
485.72882,389.32205,544.82544,402.64758,537.979,441.78104,478.56604,427.85342,w
66.30892,380.46347,101.296585,389.08743,91.66005,426.96667,56.52071,417.96094,a
101.296585,389.08743,130.45554,396.27472,120.9485,434.4729,91.66005,426.96667,s
