502.76886,52.748566,553.09784,59.49305,541.2871,122.3633,490.1455,114.366295,H
553.09784,59.49305,586.254,63.93624,574.9988,127.63478,541.2871,122.3633,e
106.53233,55.961926,132.34906,60.01556,114.417885,114.9889,88.329956,110.278694,a
132.34906,60.01556,147.79137,62.440247,130.02713,117.807175,114.417885,114.9889,l
147.79137,62.440247,168.94696,65.76201,151.41713,121.66917,130.02713,117.807175,t
168.94696,65.76201,200.1479,70.66105,182.97586,127.367134,151.41713,121.66917,h
186.98557,116.971344,196.01823,118.56248,196.01823,118.56248,186.98557,116.971344, 
209.08891,72.06493,231.3041,75.55307,214.50371,133.05952,192.02206,129.00043,t
231.3041,75.55307,264.08475,80.70015,247.6909,139.05151,214.50371,133.05952,h
264.08475,80.70015,289.8748,84.749596,273.81198,143.76772,247.6909,139.05151,r
289.8748,84.749596,320.61612,89.57647,304.9608,149.39166,273.81198,143.76772,o
320.61612,89.57647,355.72815,95.089615,340.5554,155.81831,304.9608,149.39166,u
355.72815,95.089615,390.84256,100.603134,376.1707,162.2487,340.5554,155.81831,g
390.84256,100.603134,427.84482,106.41307,413.72058,169.02838,376.1707,162.2487,h
417.32318,157.54591,428.08038,159.44081,428.08038,159.44081,417.32318,157.54591, 
438.46326,108.08034,464.87534,112.22745,451.31955,175.81693,424.49997,170.97461,t
464.87534,112.22745,503.92462,118.3588,490.9904,182.97954,451.31955,175.81693,h
503.92462,118.3588,536.7862,123.51859,524.39264,189.01036,490.9904,182.97954,e
536.7862,123.51859,568.29095,128.46535,556.43085,194.7949,524.39264,189.01036,r
87.80778,111.83689,112.352844,116.28523,93.72578,173.29938,68.92327,168.1892,e
112.352844,116.28523,131.08969,119.68095,112.6653,177.2016,93.72578,173.29938,f
131.08969,119.68095,158.93306,124.72704,140.81969,183.0024,112.6653,177.2016,o
158.93306,124.72704,183.30287,129.14363,165.47139,188.08151,140.81969,183.0024,r
183.30287,129.14363,209.82655,133.95055,192.3121,193.61166,165.47139,188.08151,e
196.41513,182.6879,205.76028,184.56998,205.76028,184.56998,196.41513,182.6879, 
219.07326,135.62636,252.40428,141.66699,235.42113,202.49365,201.67184,195.5401,h
252.40428,141.66699,282.17838,147.06299,265.58313,208.70808,235.42113,202.49365,a
282.17838,147.06299,316.27484,153.24236,300.1404,215.82811,265.58313,208.70808,d
304.06207,204.36769,314.21857,206.41318,314.21857,206.41318,304.06207,204.36769, 
326.3109,155.0612,361.57205,161.45164,346.0772,225.29272,310.31552,217.92455,d
361.57205,161.45164,391.9969,166.96558,376.9492,231.65344,346.0772,225.29272,e
391.9969,166.96558,426.0682,173.14038,411.53802,238.77997,376.9492,231.65344,v
426.0682,173.14038,457.9711,178.9222,443.9416,245.45625,411.53802,238.77997,e
457.9711,178.9222,478.28668,182.60402,464.5841,249.70934,443.9416,245.45625,l
478.28668,182.60402,514.55774,189.17749,501.45453,257.30597,464.5841,249.70934,o
514.55774,189.17749,555.00946,196.5086,542.59845,265.78305,501.45453,257.30597,p
555.00946,196.5086,589.9737,202.84523,578.18115,273.11435,542.59845,265.78305,e
117.71778,180.00677,148.4654,186.36394,129.73282,247.16815,98.638145,239.92526,d
134.04358,236.04965,143.17996,238.13306,143.17996,238.13306,134.04358,236.04965, 
157.51007,188.23396,174.96097,191.84198,156.53929,253.4122,138.8824,249.29938,i
174.96097,191.84198,208.025,198.67807,190.00667,261.20776,156.53929,253.4122,n
208.025,198.67807,231.42924,203.51697,213.70673,266.72824,190.00667,261.20776,t
231.42924,203.51697,262.41547,209.92346,245.09776,274.04016,213.70673,266.72824,o
249.22649,262.31512,259.23477,264.59732,259.23477,264.59732,249.22649,262.31512, 
272.30875,211.96892,303.36902,218.39073,286.6094,283.7095,255.12347,276.37546,a
290.6643,271.76428,300.996,274.12024,300.996,274.12024,290.6643,271.76428, 
313.5766,220.50117,343.7246,226.73436,327.54065,293.24365,296.9602,286.1205,c
343.7246,226.73436,377.49295,233.71608,361.81027,301.22607,327.54065,293.24365,o
377.49295,233.71608,416.1354,241.70552,401.0483,310.3658,361.81027,301.22607,n
416.1354,241.70552,443.53784,247.37105,428.88727,316.85037,401.0483,310.3658,t
443.53784,247.37105,465.23035,251.85603,450.93375,321.98566,428.88727,316.85037,i
465.23035,251.85603,506.42627,260.3734,492.8222,331.74277,450.93375,321.98566,n
506.42627,260.3734,548.8498,269.1446,535.98676,341.79712,492.8222,331.74277,u
548.8498,269.1446,586.87933,277.00732,574.7048,350.8157,535.98676,341.79712,a
98.09021,241.64601,114.36271,245.4487,94.7062,308.24747,78.251915,303.94702,l
