116.45484,103.51245,194.0616,82.86136,199.20116,143.51231,119.896355,161.70543,W
121.47309,188.36673,169.70967,178.10925,174.41414,241.23424,125.10746,249.82083,h
171.02597,195.77155,218.29683,186.22972,222.55545,233.75757,174.47899,242.10448,e
218.29683,186.22972,254.88536,178.84416,259.70255,226.38155,222.47543,232.86452,r
254.88536,178.84416,307.12152,168.30006,313.00143,218.05457,259.7948,227.29216,e
312.89087,217.11897,336.26532,213.0484,336.26532,213.0484,312.89087,217.11897, 
330.0627,163.66928,381.8339,153.21904,389.18634,204.82755,336.38422,213.99492,c
379.03824,133.59567,404.78806,128.11998,415.525,199.24559,389.048,203.85646,i
405.7832,134.7122,447.51163,125.988365,458.51685,192.79057,415.67343,200.22893,t
446.40485,119.2702,474.05698,113.38999,486.8313,186.82784,458.3516,191.78748,i
477.79276,134.86647,540.8661,122.16743,551.2799,175.60432,486.8313,186.82784,z
127.90087,297.055,173.87593,290.40378,177.46568,339.41238,130.72374,344.7871,e
173.87593,290.40378,226.94319,282.7265,231.38101,332.25418,177.39824,338.49155,n
226.94319,282.7265,275.99805,275.6297,281.4291,327.45795,231.46603,333.20303,s
281.32697,326.48325,304.4671,323.80954,304.4671,323.80954,281.32697,326.48325, 
298.71097,272.3438,359.15637,263.59912,369.0412,339.2375,306.91,345.6518,p
359.28522,264.58508,418.5082,256.0494,430.14285,334.0099,369.17612,340.2697,y
418.35675,255.03458,465.30432,248.24263,474.47687,304.16602,426.51605,309.70758,r
465.30432,248.24263,534.0654,238.29492,544.9998,297.15073,474.65298,305.2397,a
52.002575,420.3148,124.30247,415.11594,127.10087,465.05347,53.663662,468.05865,m
123.215866,395.72568,143.46858,394.02515,147.82257,464.2055,127.10087,465.05347,i
143.46858,394.02515,195.08528,389.69104,200.7599,463.04126,147.88263,465.17377,d
196.64977,409.9137,245.48505,406.4021,250.5001,461.03528,200.7599,463.04126,s
250.40578,460.0076,273.4556,459.06436,273.4556,459.06436,250.40578,460.0076, 
268.20795,405.78384,356.48972,399.48676,363.45813,455.38132,273.4556,459.06436,w
353.609,376.3803,420.74036,370.7435,432.5877,452.5524,363.45813,455.38132,h
420.74036,370.7435,449.21234,368.3528,461.9428,451.35114,432.5877,452.5524,i
452.76233,391.49747,515.34204,386.9976,526.16956,449.91766,462.11914,452.5008,c
54.753933,499.3957,102.89836,498.40292,106.4161,570.8173,57.196423,569.5989,h
106.4161,570.8173,126.3195,571.31006,126.3195,571.31006,106.4161,570.8173, 
123.4597,518.49756,172.81729,518.107,176.6017,573.5965,126.37429,572.3218,a
172.81729,518.107,210.48555,517.80896,214.88116,573.5024,176.53053,572.55304,r
210.48555,517.80896,264.42117,517.38226,269.9447,575.9655,214.96544,574.5702,e
269.84076,574.8629,294.0556,575.46234,294.0556,575.46234,269.84076,574.8629, 
288.27704,518.2762,351.65137,517.8133,358.8458,578.2218,294.16858,576.5803,u
351.51797,516.6931,411.48544,516.2187,420.14117,579.77747,358.8458,578.2218,s
411.48544,516.2187,479.1697,515.68317,489.4083,581.53546,420.14117,579.77747,e
475.28912,490.72394,552.54047,489.13095,569.3224,583.56366,489.4083,581.53546,d
